nobs,kf,sq,if,sqif,kf_comp,sq_comp,if_comp,sqif_comp
300,1.1623382568359375,3.4063100814819336,1.5599250793457031,0.9548664093017578,1.1049504280090332,0.8823022842407227,25.144418954849243,26.19342875480652
301,1.090097427368164,2.96328067779541,2.7123451232910156,1.650094985961914,1.2240307331085205,1.0663647651672363,27.852543592453003,27.818994998931885
