1.0,1.7164731,3.3493547,-2.4008782,1.2547843,-5.4439387,-1.7998164,0.38834092
1.0,1.7732241,3.3623638,-2.339944,1.1632484,-5.321707,-1.7762594,0.069949746
1.0,1.7898282,3.3613765,-2.3725333,1.2012507,-5.2949176,-1.8133655,0.24394909
1.0,1.8157723,3.3661652,-2.307919,1.1534803,-5.3056464,-1.8092451,0.22449481
1.0,1.8286238,3.364336,-2.2984138,1.1481942,-5.411996,-1.9159282,0.106256664
1.0,1.8125257,3.3652632,-2.2473643,1.0720487,-5.256285,-1.8437439,-0.14195605
1.0,1.81256,3.3430567,-2.3127136,1.1535265,-5.182934,-1.8106881,0.17694764
1.0,1.8581506,3.3318386,-2.281456,1.1218898,-5.221153,-1.8046639,0.14271554
1.0,1.8179004,3.3296385,-2.3189132,1.1732638,-5.241234,-1.8253512,0.3483825
1.0,1.8522046,3.321824,-2.3466809,1.1814471,-5.1058292,-1.8157226,0.25132093
1.0,1.8209025,3.3183262,-2.4349353,1.3061773,-5.101829,-1.8520875,0.8252969
1.0,1.9055213,3.3289578,-2.4626224,1.2903287,-5.0373755,-1.7859256,0.737121
1.0,1.9186308,3.3194818,-2.3439765,1.1738887,-5.151989,-1.8063561,0.5496735
1.0,1.949223,3.3231719,-2.4149554,1.276683,-5.199668,-1.8557533,0.73417985
0.0,1.949223,3.3231719,-2.4149554,1.276683,-5.199668,-1.8557533,0.73417985
1.0,1.949386,3.3273568,-2.3177786,1.1391976,-5.270051,-1.7622751,0.28000388
1.0,1.9518275,3.3426912,-2.3218699,1.1508324,-5.355604,-1.7291945,0.32905275
1.0,1.9803966,3.3395307,-2.3627186,1.2027774,-5.2740197,-1.7416891,0.44180632
1.0,1.9549009,3.334165,-2.4272978,1.2709485,-5.247497,-1.7416754,0.5202509
1.0,2.0089304,3.3348517,-2.5072758,1.3889408,-5.208317,-1.733183,0.9382086
1.0,2.0342689,3.340666,-2.5161393,1.3969228,-5.330179,-1.7572503,1.0809579
1.0,2.0999665,3.3291612,-2.4480894,1.2966694,-5.342945,-1.7229768,0.9170364
1.0,2.094573,3.3233893,-2.3639483,1.1722636,-5.2266674,-1.6679634,0.5118555
0.0,2.094573,3.3233893,-2.3639483,1.1722636,-5.2266674,-1.6679634,0.5118555
1.0,2.0197299,3.317412,-2.38734,1.2351519,-5.2966166,-1.7022152,0.78775173
1.0,1.9706767,3.3242629,-2.3553095,1.1960341,-5.279094,-1.6879578,0.5602758
1.0,1.9440794,3.3280723,-2.4159038,1.2855182,-5.1488423,-1.7227947,0.7041965
1.0,1.8980483,3.3273377,-2.6014369,1.5002577,-5.1339912,-1.7355068,1.2315191
0.0,1.8980483,3.3273377,-2.6014369,1.5002577,-5.1339912,-1.7355068,1.2315191
0.0,1.8980483,3.3273377,-2.6014369,1.5002577,-5.1339912,-1.7355068,1.2315191
1.0,1.9174546,3.334182,-2.672735,1.5706758,-5.1464663,-1.7938969,1.3173666
