Filter,T,d,n,is_64_bit,average_time,compile_time,Value
Kalman Filter,93,2,3,True,0.01747288703918457,0.3537724018096924,-726.7650225900301
Information Filter,93,2,3,True,0.03178262710571289,3.8084986209869385,-9.495819962855517e+25
Sqrt Filter,93,2,3,True,0.015030765533447265,0.36588335037231445,-726.7650225900302
Sqrt Inf Filter,93,2,3,True,0.022524929046630858,4.023059606552124,-1.8476560409249523e+24
Kalman Filter,94,2,3,True,0.017752933502197265,0.3677854537963867,-733.4578985447024
Information Filter,94,2,3,True,0.03270831108093262,3.8727385997772217,-1.256009391481557e+27
Sqrt Filter,94,2,3,True,0.015167021751403808,0.3152153491973877,-733.4578985447025
Sqrt Inf Filter,94,2,3,True,0.022762298583984375,4.05357551574707,-3.451167148307524e+24
Kalman Filter,95,2,3,True,0.018454933166503908,0.3473646640777588,-740.1507744993747
Information Filter,95,2,3,True,0.03269162178039551,3.628983736038208,-1.5491194571324873e+27
Sqrt Filter,95,2,3,True,0.015379738807678223,0.31732630729675293,-740.1507744993748
Sqrt Inf Filter,95,2,3,True,0.021788859367370607,4.86433482170105,-9.890115167185558e+25
Kalman Filter,96,2,3,True,0.018076038360595702,0.37314748764038086,-746.8436504540471
Information Filter,96,2,3,True,0.03282139301300049,3.5547447204589844,-2.1637973348976963e+28
Sqrt Filter,96,2,3,True,0.015918374061584473,0.3700742721557617,-746.8436504540472
Sqrt Inf Filter,96,2,3,True,0.021852827072143553,3.788822650909424,-2.3155415086277672e+26
Kalman Filter,97,2,3,True,0.018252348899841307,0.3754465579986572,-753.5365264087194
Information Filter,97,2,3,True,0.031975960731506346,3.5485610961914062,-2.8628177769241025e+28
Sqrt Filter,97,2,3,True,0.015692305564880372,0.329897403717041,-753.5365264087195
Sqrt Inf Filter,97,2,3,True,0.02281365394592285,3.6409623622894287,-1.1161777646705047e+27
Kalman Filter,98,2,3,True,0.0193462610244751,0.37520909309387207,-760.2294023633917
Information Filter,98,2,3,True,0.032244396209716794,4.034771680831909,-4.241508910755991e+29
Sqrt Filter,98,2,3,True,0.017104029655456543,0.3269929885864258,-760.2294023633918
Sqrt Inf Filter,98,2,3,True,0.022167658805847167,4.087474584579468,-1.2839752174551757e+27
Kalman Filter,99,2,3,True,0.018623900413513184,0.3190310001373291,-766.9222783180641
Information Filter,99,2,3,True,0.03364858627319336,4.0041468143463135,-5.2865284771812905e+29
Sqrt Filter,99,2,3,True,0.017053651809692382,0.3727421760559082,-766.9222783180642
Sqrt Inf Filter,99,2,3,True,0.02301948070526123,4.37291955947876,-6.561174948548427e+27
Kalman Filter,100,2,3,True,0.01876566410064697,0.34476613998413086,-773.6151542727364
Information Filter,100,2,3,True,0.03450057506561279,3.744222640991211,-7.173308327873983e+30
Sqrt Filter,100,2,3,True,0.01678333282470703,0.32583117485046387,-773.6151542727365
Sqrt Inf Filter,100,2,3,True,0.02295238971710205,3.881812810897827,-1.1838374679641677e+28
Kalman Filter,101,2,3,True,0.019721555709838866,0.38611698150634766,-780.3080302274087
Information Filter,101,2,3,True,0.03391718864440918,3.5217926502227783,-8.783849511769347e+30
Sqrt Filter,101,2,3,True,0.01635921001434326,0.32948946952819824,-780.3080302274088
Sqrt Inf Filter,101,2,3,True,0.022235941886901856,3.555558919906616,-1.9039516674637198e+29
Kalman Filter,102,2,3,True,0.019179487228393556,0.33000874519348145,-787.000906182081
Information Filter,102,2,3,True,0.034337425231933595,3.7366459369659424,-1.2214509379870263e+32
Sqrt Filter,102,2,3,True,0.016491794586181642,0.37248945236206055,-787.0009061820812
Sqrt Inf Filter,102,2,3,True,0.023658227920532227,4.493170738220215,-2.3823473679480683e+29
Kalman Filter,103,2,3,True,0.019435811042785644,0.3973712921142578,-793.6937821367534
Information Filter,103,2,3,True,0.03368234634399414,4.103442430496216,-1.5353565596936397e+32
Sqrt Filter,103,2,3,True,0.016671419143676758,0.3441636562347412,-793.6937821367535
Sqrt Inf Filter,103,2,3,True,0.023421120643615723,4.134850263595581,-5.750861410367642e+30
Kalman Filter,104,2,3,True,0.020125627517700195,0.38451361656188965,-800.3866580914257
Information Filter,104,2,3,True,0.0353447437286377,4.046994209289551,-2.291204806888423e+33
Sqrt Filter,104,2,3,True,0.017455911636352538,0.40203022956848145,-800.3866580914258
Sqrt Inf Filter,104,2,3,True,0.024088501930236816,4.580312728881836,-9.587373388163268e+30
Kalman Filter,105,2,3,True,0.02258455753326416,1.4085257053375244,-807.079534046098
Information Filter,105,2,3,True,0.035028505325317386,4.10145378112793,-2.7629819792407424e+33
Sqrt Filter,105,2,3,True,0.01699850559234619,0.39880895614624023,-807.0795340460982
Sqrt Inf Filter,105,2,3,True,0.023801398277282716,4.560360670089722,-6.756206654266653e+31
Kalman Filter,106,2,3,True,0.019901752471923828,0.3403301239013672,-813.7724100007704
Information Filter,106,2,3,True,0.03578298091888428,4.147637605667114,-3.3798592116925425e+34
Sqrt Filter,106,2,3,True,0.018033146858215332,0.3517475128173828,-813.7724100007705
Sqrt Inf Filter,106,2,3,True,0.024847126007080077,4.1355085372924805,-1.2053950453877554e+32
Kalman Filter,107,2,3,True,0.020229268074035644,0.4031214714050293,-820.4652859554427
Information Filter,107,2,3,True,0.03503904342651367,4.138564586639404,-4.472395534797787e+34
Sqrt Filter,107,2,3,True,0.01734926700592041,0.35285258293151855,-820.4652859554428
Sqrt Inf Filter,107,2,3,True,0.023956894874572754,4.644140958786011,-1.0766960820231931e+33
Kalman Filter,108,2,3,True,0.020310068130493165,0.34142446517944336,-827.158161910115
Information Filter,108,2,3,True,0.03607616424560547,3.99674391746521,-6.617582395935998e+35
Sqrt Filter,108,2,3,True,0.017771577835083006,0.35630083084106445,-827.1581619101152
Sqrt Inf Filter,108,2,3,True,0.024926042556762694,4.763883590698242,-5.005284347285914e+33
Kalman Filter,109,2,3,True,0.02096574306488037,0.40114426612854004,-833.8510378647874
Information Filter,109,2,3,True,0.03639185428619385,4.421135663986206,-8.426937415595597e+35
Sqrt Filter,109,2,3,True,0.017743444442749022,0.36109495162963867,-833.8510378647875
Sqrt Inf Filter,109,2,3,True,0.02515866756439209,4.818279266357422,-2.6396717684882766e+34
Kalman Filter,110,2,3,True,0.02066190242767334,0.3661067485809326,-840.5439138194597
Information Filter,110,2,3,True,0.03648741245269775,4.156303882598877,-1.1105140092538961e+37
Sqrt Filter,110,2,3,True,0.01773386001586914,0.35038042068481445,-840.5439138194598
Sqrt Inf Filter,110,2,3,True,0.026028943061828614,4.854328155517578,-1.3969559748110046e+35
Kalman Filter,111,2,3,True,0.022583627700805665,0.36803579330444336,-847.236789774132
Information Filter,111,2,3,True,0.03776030540466309,4.406580448150635,-1.400010812399432e+37
Sqrt Filter,111,2,3,True,0.01790757179260254,0.35944223403930664,-847.2367897741321
Sqrt Inf Filter,111,2,3,True,0.026081085205078125,3.9536449909210205,-5.543558491471776e+35
Kalman Filter,112,2,3,True,0.02176036834716797,0.3818361759185791,-853.9296657288044
Information Filter,112,2,3,True,0.037695693969726565,4.63370156288147,-1.9392375454762217e+38
Sqrt Filter,112,2,3,True,0.01967146396636963,0.4200282096862793,-853.9296657288045
Sqrt Inf Filter,112,2,3,True,0.026413917541503906,4.622232437133789,-7.550095491596082e+35
Kalman Filter,113,2,3,True,0.02290804386138916,0.40500426292419434,-860.6225416834767
Information Filter,113,2,3,True,0.03706238269805908,4.2413928508758545,-2.5214084732631487e+38
