Filter,T,d,n,is_64_bit,average_time,compile_time,Value
Sqrt Filter,13,2,3,True,0.0030233383178710936,0.16254329681396484,-114.77107368115438
Sqrt Inf Filter,13,2,3,True,0.0035636425018310547,0.6567020416259766,-114.77107368115453
Kalman Filter,14,2,3,True,0.003726649284362793,0.16155338287353516,-123.0662620653919
Information Filter,14,2,3,True,0.005951714515686035,0.6075530052185059,-123.06626206539619
Sqrt Filter,14,2,3,True,0.003187894821166992,0.15430402755737305,-123.06626206539201
Sqrt Inf Filter,14,2,3,True,0.003875327110290527,0.6339263916015625,-123.06626206539237
Kalman Filter,15,2,3,True,0.003985786437988281,0.16086840629577637,-130.86080516676134
Information Filter,15,2,3,True,0.006285238265991211,0.7068555355072021,-130.86080516676108
Sqrt Filter,15,2,3,True,0.0033841371536254884,0.16706109046936035,-130.86080516676145
Sqrt Inf Filter,15,2,3,True,0.004048633575439453,0.7071585655212402,-130.8608051667612
Kalman Filter,16,2,3,True,0.004172921180725098,0.16332793235778809,-137.6656215104724
Information Filter,16,2,3,True,0.006678986549377442,0.70318603515625,-137.6656215104716
Sqrt Filter,16,2,3,True,0.0033049583435058594,0.1576099395751953,-137.6656215104725
Sqrt Inf Filter,16,2,3,True,0.004035353660583496,0.9299561977386475,-137.66562151047285
Kalman Filter,17,2,3,True,0.004127407073974609,0.17516446113586426,-144.69263287333385
Information Filter,17,2,3,True,0.007105445861816407,0.8153848648071289,-144.69263287333098
Sqrt Filter,17,2,3,True,0.0037120580673217773,0.1757032871246338,-144.69263287333396
Sqrt Inf Filter,17,2,3,True,0.004518365859985352,0.8626821041107178,-144.6926328733392
Kalman Filter,18,2,3,True,0.004632639884948731,0.18945550918579102,-154.78811859467652
Information Filter,18,2,3,True,0.007564067840576172,0.760298490524292,-154.7881185944228
Sqrt Filter,18,2,3,True,0.0033550262451171875,0.16063475608825684,-154.78811859467666
Sqrt Inf Filter,18,2,3,True,0.004093551635742187,0.9139664173126221,-154.78811859467913
Kalman Filter,19,2,3,True,0.004112148284912109,0.18706679344177246,-161.54840211727569
Information Filter,19,2,3,True,0.007989287376403809,0.917433500289917,-161.54840211699766
Sqrt Filter,19,2,3,True,0.003371739387512207,0.1855626106262207,-161.54840211727583
Sqrt Inf Filter,19,2,3,True,0.004160952568054199,0.9207892417907715,-161.54840211728643
Kalman Filter,20,2,3,True,0.004144477844238281,0.18849539756774902,-170.186851509702
Information Filter,20,2,3,True,0.00836353302001953,0.9396340847015381,-170.18685150929008
Sqrt Filter,20,2,3,True,0.0044820308685302734,0.19073963165283203,-170.18685150970214
Sqrt Inf Filter,20,2,3,True,0.005450630187988281,0.9720954895019531,-170.18685150975796
Kalman Filter,21,2,3,True,0.0055056333541870115,0.19148516654968262,-177.89813150989468
Information Filter,21,2,3,True,0.008696961402893066,1.001539707183838,-177.8981315096454
Sqrt Filter,21,2,3,True,0.004646396636962891,0.19383621215820312,-177.89813150989485
Sqrt Inf Filter,21,2,3,True,0.005747532844543457,1.1111130714416504,-177.89813150990784
Kalman Filter,22,2,3,True,0.005717802047729492,0.20511817932128906,-186.6553161997599
Information Filter,22,2,3,True,0.00919196605682373,0.936816930770874,-186.65531620280362
Sqrt Filter,22,2,3,True,0.004903173446655274,0.19182896614074707,-186.65531619976008
Sqrt Inf Filter,22,2,3,True,0.005977916717529297,1.0311176776885986,-186.65531620018575
Kalman Filter,23,2,3,True,0.005846881866455078,0.1959984302520752,-196.8248042624932
Information Filter,23,2,3,True,0.009602522850036621,1.0407814979553223,-196.82480426724584
Sqrt Filter,23,2,3,True,0.005127859115600586,0.16731643676757812,-196.82480426249336
Sqrt Inf Filter,23,2,3,True,0.006307482719421387,1.2449569702148438,-196.8248042619089
Kalman Filter,24,2,3,True,0.00619196891784668,0.1751689910888672,-206.84148947046629
Information Filter,24,2,3,True,0.010032129287719727,1.0898241996765137,-206.84148949112642
Sqrt Filter,24,2,3,True,0.003954386711120606,0.200639009475708,-206.84148947046648
Sqrt Inf Filter,24,2,3,True,0.004862236976623535,1.1077995300292969,-206.84148946998013
Kalman Filter,25,2,3,True,0.0048165559768676754,0.17936301231384277,-214.38996200932493
Information Filter,25,2,3,True,0.010443401336669923,1.2399897575378418,-214.38996202315877
Sqrt Filter,25,2,3,True,0.005558228492736817,0.1996774673461914,-214.38996200932513
Sqrt Inf Filter,25,2,3,True,0.006793761253356933,1.348442792892456,-214.3899620097068
Kalman Filter,26,2,3,True,0.006697726249694824,0.1710655689239502,-222.57056045603215
Information Filter,26,2,3,True,0.0108306884765625,1.1996755599975586,-222.57056044152694
Sqrt Filter,26,2,3,True,0.004841947555541992,0.17403197288513184,-222.57056045603235
Sqrt Inf Filter,26,2,3,True,0.006033110618591309,1.2256958484649658,-222.57056045154172
Kalman Filter,27,2,3,True,0.005804610252380371,0.21017932891845703,-229.34566635447388
Information Filter,27,2,3,True,0.011287045478820801,1.226060152053833,-229.34566634562543
Sqrt Filter,27,2,3,True,0.0044658899307250975,0.1888425350189209,-229.3456663544741
Sqrt Inf Filter,27,2,3,True,0.0055170774459838865,1.2287495136260986,-229.34566635020593
Kalman Filter,28,2,3,True,0.006063008308410644,0.18221497535705566,-239.15933844408192
Information Filter,28,2,3,True,0.011928486824035644,1.440030813217163,-239.15933863371225
Sqrt Filter,28,2,3,True,0.004567646980285644,0.18242764472961426,-239.15933844408215
Sqrt Inf Filter,28,2,3,True,0.005689239501953125,1.4215271472930908,-239.1593384607465
Kalman Filter,29,2,3,True,0.006694579124450683,0.20711088180541992,-247.02130626056572
Information Filter,29,2,3,True,0.012017297744750976,1.3435618877410889,-247.02130648007892
Sqrt Filter,29,2,3,True,0.004769229888916015,0.3437693119049072,-247.02130626056595
Sqrt Inf Filter,29,2,3,True,0.007907509803771973,1.446213960647583,-247.02130626881123
Kalman Filter,30,2,3,True,0.0058558940887451175,0.1770646572113037,-255.2812787625474
Information Filter,30,2,3,True,0.012677931785583496,1.4967927932739258,-255.2812794639672
Sqrt Filter,30,2,3,True,0.004939842224121094,0.1853337287902832,-255.28127876254766
Sqrt Inf Filter,30,2,3,True,0.007500481605529785,1.483600378036499,-255.28127875066826
Kalman Filter,31,2,3,True,0.007972979545593261,0.21597027778625488,-262.54446229794934
Information Filter,31,2,3,True,0.012421107292175293,1.344597339630127,-262.54446299909705
Sqrt Filter,31,2,3,True,0.005141353607177735,0.19840312004089355,-262.54446229794956
Sqrt Inf Filter,31,2,3,True,0.008300518989562989,1.589686393737793,-262.54446219988915
Kalman Filter,32,2,3,True,0.00689992904663086,0.17564845085144043,-269.92108955806884
Information Filter,32,2,3,True,0.012710666656494141,1.5606493949890137,-269.9210935471081
Sqrt Filter,32,2,3,True,0.006499624252319336,0.20646429061889648,-269.92108955806907
Sqrt Inf Filter,32,2,3,True,0.009481334686279297,1.473052978515625,-269.92108973483687
Kalman Filter,33,2,3,True,0.00848088264465332,0.17934346199035645,-281.4804296716127
Information Filter,33,2,3,True,0.013799262046813966,1.5548923015594482,-281.48043168562145
Sqrt Filter,33,2,3,True,0.005434441566467285,0.21125149726867676,-281.4804296716129
Sqrt Inf Filter,33,2,3,True,0.008782434463500976,1.5318968296051025,-281.4804288698469
Kalman Filter,34,2,3,True,0.007048797607421875,0.18536162376403809,-288.51877711234295
Information Filter,34,2,3,True,0.010445952415466309,1.519801378250122,-288.51878641515
Sqrt Filter,34,2,3,True,0.005586934089660644,0.21412396430969238,-288.5187771123432
Sqrt Inf Filter,34,2,3,True,0.009203910827636719,1.728571891784668,-288.51877720869345
Kalman Filter,35,2,3,True,0.008763265609741212,0.19457077980041504,-296.2766022433713
Information Filter,35,2,3,True,0.014465665817260743,1.368145227432251,-296.2766197083887
Sqrt Filter,35,2,3,True,0.005751395225524902,0.22048282623291016,-296.27660224337154
Sqrt Inf Filter,35,2,3,True,0.009483861923217773,1.6718249320983887,-296.2766007994858
Kalman Filter,36,2,3,True,0.006871509552001953,0.18416690826416016,-304.35467133511435
Information Filter,36,2,3,True,0.011471915245056152,1.4115004539489746,-304.3546190298315
Sqrt Filter,36,2,3,True,0.005904436111450195,0.2186896800994873,-304.3546713351146
Sqrt Inf Filter,36,2,3,True,0.009744811058044433,1.6589531898498535,-304.35466739670795
Kalman Filter,37,2,3,True,0.008933091163635254,0.18999576568603516,-312.4176228960002
Information Filter,37,2,3,True,0.012842965126037598,1.434006690979004,-312.41754159208244
Sqrt Filter,37,2,3,True,0.0064185142517089845,0.18873333930969238,-312.4176228960004
Sqrt Inf Filter,37,2,3,True,0.009898090362548828,1.6601076126098633,-312.41762780254385
Kalman Filter,38,2,3,True,0.009410762786865234,0.2225949764251709,-319.74438741911496
Information Filter,38,2,3,True,0.016109275817871093,1.6358044147491455,-319.744305854678
Sqrt Filter,38,2,3,True,0.0062410831451416016,0.22025108337402344,-319.7443874191152
Sqrt Inf Filter,38,2,3,True,0.009037590026855469,1.7753796577453613,-319.7443948396
Kalman Filter,39,2,3,True,0.01002054214477539,0.19280123710632324,-326.8961625908836
Information Filter,39,2,3,True,0.016095995903015137,1.724764347076416,-326.8961443243861
Sqrt Filter,39,2,3,True,0.006401181221008301,0.19697141647338867,-326.8961625908838
Sqrt Inf Filter,39,2,3,True,0.012447333335876465,2.063448429107666,-326.89617258383316
Kalman Filter,40,2,3,True,0.007805013656616211,0.22948002815246582,-337.21717571016757
Information Filter,40,2,3,True,0.01649484634399414,1.5648894309997559,-337.218537629636
Sqrt Filter,40,2,3,True,0.006538796424865723,0.22130990028381348,-337.2171757101678
Sqrt Inf Filter,40,2,3,True,0.010844659805297852,1.9414184093475342,-337.21727027112007
Kalman Filter,41,2,3,True,0.008885574340820313,0.20798349380493164,-344.3516354184483
Information Filter,41,2,3,True,0.018060731887817382,1.7618091106414795,-344.35296364762866
Sqrt Filter,41,2,3,True,0.0068084001541137695,0.2246711254119873,-344.35163541844855
Sqrt Inf Filter,41,2,3,True,0.010992646217346191,2.1569926738739014,-344.35167196852467
Kalman Filter,42,2,3,True,0.007996821403503418,0.19392704963684082,-351.12692265687986
Information Filter,42,2,3,True,0.01779627799987793,1.8015308380126953,-351.1290945017102
Sqrt Filter,42,2,3,True,0.006851625442504883,0.2348024845123291,-351.1269226568801
Sqrt Inf Filter,42,2,3,True,0.011303520202636719,2.0985050201416016,-351.12700246279036
Kalman Filter,43,2,3,True,0.009592843055725098,0.23644495010375977,-359.0277233540308
Information Filter,43,2,3,True,0.016101431846618653,1.712095022201538,-359.0315444941854
Sqrt Filter,43,2,3,True,0.007061076164245605,0.22381019592285156,-359.027723354031
Sqrt Inf Filter,43,2,3,True,0.0116180419921875,2.2316033840179443,-359.0271593071695
Kalman Filter,44,2,3,True,0.008344793319702148,0.23932337760925293,-366.4350365493207
Information Filter,44,2,3,True,0.016490793228149413,1.632694959640503,-366.4215592526924
Sqrt Filter,44,2,3,True,0.007178473472595215,0.19818735122680664,-366.43503654932096
Sqrt Inf Filter,44,2,3,True,0.011848807334899902,2.087233066558838,-366.4335410058035
Kalman Filter,45,2,3,True,0.008537697792053222,0.23678231239318848,-375.2262871342873
Information Filter,45,2,3,True,0.01899588108062744,1.940688133239746,-375.21333256080925
Sqrt Filter,45,2,3,True,0.007359886169433593,0.20158863067626953,-375.22628713428753
Sqrt Inf Filter,45,2,3,True,0.012221956253051757,1.8701443672180176,-375.2265191066243
Kalman Filter,46,2,3,True,0.009210729598999023,0.24166631698608398,-385.20301795357443
Information Filter,46,2,3,True,0.01668863296508789,1.9174835681915283,-385.19919656927976
Sqrt Filter,46,2,3,True,0.007521510124206543,0.23755955696105957,-385.20301795357466
Sqrt Inf Filter,46,2,3,True,0.011524605751037597,1.8996624946594238,-385.19894471702764
Kalman Filter,47,2,3,True,0.009018230438232421,0.21330666542053223,-393.7585641886859
Information Filter,47,2,3,True,0.019340252876281737,1.8042128086090088,-393.7988870677713
Sqrt Filter,47,2,3,True,0.007686328887939453,0.20604252815246582,-393.75856418868614
Sqrt Inf Filter,47,2,3,True,0.012472057342529297,2.1145052909851074,-393.75206465580584
Kalman Filter,48,2,3,True,0.009168434143066406,0.24618792533874512,-402.8126607384116
Information Filter,48,2,3,True,0.020339035987854005,2.0421969890594482,-402.94617373938706
Sqrt Filter,48,2,3,True,0.00786421298980713,0.24395346641540527,-402.81266073841175
Sqrt Inf Filter,48,2,3,True,0.013005876541137695,2.1777074337005615,-402.8256612474169
Kalman Filter,49,2,3,True,0.010232090950012207,0.21148276329040527,-410.66976904197145
Information Filter,49,2,3,True,0.018208885192871095,1.9397718906402588,-410.6578904855216
Sqrt Filter,49,2,3,True,0.008016490936279297,0.238112211227417,-410.6697690419716
Sqrt Inf Filter,49,2,3,True,0.014249014854431152,2.5084903240203857,-410.71215427259875
Kalman Filter,50,2,3,True,0.009444808959960938,0.2585890293121338,-417.8612031085473
Information Filter,50,2,3,True,0.01841745376586914,1.7744359970092773,-417.560792630509
Sqrt Filter,50,2,3,True,0.008158063888549805,0.21412014961242676,-417.86120310854744
Sqrt Inf Filter,50,2,3,True,0.013387727737426757,2.2894322872161865,-417.8551282563844
Kalman Filter,51,2,3,True,0.010723185539245606,0.2099761962890625,-425.6881688685433
Information Filter,51,2,3,True,0.021822619438171386,2.285802125930786,-425.01254185143176
Sqrt Filter,51,2,3,True,0.008322858810424804,0.25993847846984863,-425.68816886854347
Sqrt Inf Filter,51,2,3,True,0.01539616584777832,2.336212396621704,-425.82082105700886
Kalman Filter,52,2,3,True,0.009966015815734863,0.25397729873657227,-436.1159612692386
Information Filter,52,2,3,True,0.02170844078063965,2.24271559715271,-452.69839941704936
Sqrt Filter,52,2,3,True,0.00848405361175537,0.2177143096923828,-436.11596126923877
Sqrt Inf Filter,52,2,3,True,0.01384875774383545,2.4321541786193848,-436.5391260973634
Kalman Filter,53,2,3,True,0.010106682777404785,0.213118314743042,-443.7489946690697
Information Filter,53,2,3,True,0.020711255073547364,1.9638302326202393,-461.72491695637507
Sqrt Filter,53,2,3,True,0.008662605285644531,0.2308657169342041,-443.7489946690699
Sqrt Inf Filter,53,2,3,True,0.013081979751586915,2.501060962677002,-444.58474327266475
Kalman Filter,54,2,3,True,0.011071920394897461,0.22295117378234863,-450.8869598213513
Information Filter,54,2,3,True,0.021405553817749022,2.310596227645874,-665.7217480358688
Sqrt Filter,54,2,3,True,0.008843517303466797,0.267012357711792,-450.88695982135147
Sqrt Inf Filter,54,2,3,True,0.014301490783691407,2.8022119998931885,-453.48135319608593
Kalman Filter,55,2,3,True,0.01041555404663086,0.2632923126220703,-460.0994613826827
Information Filter,55,2,3,True,0.020136356353759766,2.310417890548706,-722.3375477111556
Sqrt Filter,55,2,3,True,0.008959269523620606,0.23025798797607422,-460.0994613826829
Sqrt Inf Filter,55,2,3,True,0.014281773567199707,2.575094699859619,-468.8491541369621
Kalman Filter,56,2,3,True,0.011197543144226075,0.24123668670654297,-467.3961576018957
Information Filter,56,2,3,True,0.020865154266357423,2.1584105491638184,-4032.5593682116732
Sqrt Filter,56,2,3,True,0.009638571739196777,0.2594642639160156,-467.3961576018959
Sqrt Inf Filter,56,2,3,True,0.014367914199829102,2.5520880222320557,-479.8049180859024
Kalman Filter,57,2,3,True,0.012145566940307616,0.22568011283874512,-485.82148822182614
Information Filter,57,2,3,True,0.02072265148162842,2.3250935077667236,-4945.387625243429
Sqrt Filter,57,2,3,True,0.009302759170532226,0.26162099838256836,-485.82148822182626
Sqrt Inf Filter,57,2,3,True,0.015531277656555176,3.219998359680176,-582.0630285413035
Kalman Filter,58,2,3,True,0.010959053039550781,0.2300553321838379,-492.5143641764985
Information Filter,58,2,3,True,0.022366809844970702,2.24461030960083,-60537.60267455314
Sqrt Filter,58,2,3,True,0.009499311447143555,0.24198698997497559,-492.5143641764986
Sqrt Inf Filter,58,2,3,True,0.013783788681030274,2.9442474842071533,-1447.727614127653
Kalman Filter,59,2,3,True,0.011178135871887207,0.2622852325439453,-499.2072401311708
Information Filter,59,2,3,True,0.02216944694519043,2.2375550270080566,-79473.30716317406
Sqrt Filter,59,2,3,True,0.009637284278869628,0.231003999710083,-499.2072401311709
Sqrt Inf Filter,59,2,3,True,0.015194416046142578,2.6650993824005127,-4210.518058404188
Kalman Filter,60,2,3,True,0.011371493339538574,0.275463342666626,-505.90011608584314
Information Filter,60,2,3,True,0.022369933128356934,2.2292392253875732,-962096.8486605844
Sqrt Filter,60,2,3,True,0.009734225273132325,0.23218035697937012,-505.90011608584325
Sqrt Inf Filter,60,2,3,True,0.015572381019592286,3.0035340785980225,-11629.411919829992
Kalman Filter,61,2,3,True,0.011567378044128418,0.23567748069763184,-512.5929920405155
Information Filter,61,2,3,True,0.023142147064208984,2.268554210662842,-1285095.281377551
Sqrt Filter,61,2,3,True,0.009970259666442872,0.2689790725708008,-512.5929920405156
Sqrt Inf Filter,61,2,3,True,0.015679049491882324,2.6214590072631836,-15198.649136287397
Kalman Filter,62,2,3,True,0.011731433868408202,0.27044153213500977,-519.2858679951878
Information Filter,62,2,3,True,0.021697211265563964,2.812318801879883,-19410511.824893024
Sqrt Filter,62,2,3,True,0.010749173164367676,0.23555779457092285,-519.2858679951879
Sqrt Inf Filter,62,2,3,True,0.01602294445037842,2.874044179916382,-36936.969840102334
Kalman Filter,63,2,3,True,0.012639641761779785,0.25906872749328613,-525.9787439498601
Information Filter,63,2,3,True,0.02425093650817871,2.4863760471343994,-23884274.638082296
Sqrt Filter,63,2,3,True,0.010268521308898926,0.24368524551391602,-525.9787439498602
Sqrt Inf Filter,63,2,3,True,0.01708526611328125,2.886918067932129,-400091.9105341693
Kalman Filter,64,2,3,True,0.012101387977600098,0.24300217628479004,-532.6716199045325
Information Filter,64,2,3,True,0.02238941192626953,2.847400665283203,-307796115.45857215
Sqrt Filter,64,2,3,True,0.010436081886291504,0.2339627742767334,-532.6716199045326
Sqrt Inf Filter,64,2,3,True,0.016910505294799805,2.9040298461914062,-2692259.6304926537
Kalman Filter,65,2,3,True,0.012252521514892579,0.2810859680175781,-539.3644958592048
Information Filter,65,2,3,True,0.024180388450622557,2.4902379512786865,-390482007.55074716
Sqrt Filter,65,2,3,True,0.010562586784362792,0.24355363845825195,-539.3644958592049
Sqrt Inf Filter,65,2,3,True,0.017441797256469726,2.911262035369873,-5431135.674188076
Kalman Filter,66,2,3,True,0.012520575523376464,0.2845468521118164,-546.0573718138771
Information Filter,66,2,3,True,0.024327754974365234,2.490264892578125,-5339775450.406963
Sqrt Filter,66,2,3,True,0.010708832740783691,0.2470247745513916,-546.0573718138772
Sqrt Inf Filter,66,2,3,True,0.017224216461181642,2.662299394607544,-72637360.83508223
Kalman Filter,67,2,3,True,0.012662005424499512,0.28499507904052734,-552.7502477685495
Information Filter,67,2,3,True,0.024058055877685548,2.7707509994506836,-7092440032.83983
Sqrt Filter,67,2,3,True,0.010886406898498536,0.2778434753417969,-552.7502477685496
Sqrt Inf Filter,67,2,3,True,0.016263508796691896,3.098872661590576,-338397012.34176326
Kalman Filter,68,2,3,True,0.012811279296875,0.2504122257232666,-559.4431237232218
Information Filter,68,2,3,True,0.025260496139526366,2.968014717102051,-91604297343.38553
Sqrt Filter,68,2,3,True,0.011393356323242187,0.25874900817871094,-559.4431237232219
Sqrt Inf Filter,68,2,3,True,0.01672799587249756,3.4569997787475586,-694448009.3663018
Kalman Filter,69,2,3,True,0.013042211532592773,0.2936370372772217,-566.1359996778941
Information Filter,69,2,3,True,0.02352139949798584,2.8925600051879883,-107788435606.84398
Sqrt Filter,69,2,3,True,0.011225056648254395,0.25467777252197266,-566.1359996778942
Sqrt Inf Filter,69,2,3,True,0.017645978927612306,3.149660587310791,-6637743722.451093
Kalman Filter,70,2,3,True,0.013796091079711914,0.2554054260253906,-572.8288756325665
Information Filter,70,2,3,True,0.02376241683959961,2.7209620475769043,-1604281294273.6926
Sqrt Filter,70,2,3,True,0.011335039138793945,0.25221848487854004,-572.8288756325666
Sqrt Inf Filter,70,2,3,True,0.017293310165405272,2.9892475605010986,-9640894077.70324
Kalman Filter,71,2,3,True,0.01342153549194336,0.25220298767089844,-579.5217515872388
Information Filter,71,2,3,True,0.0249114990234375,3.384443521499634,-2077385330373.415
Sqrt Filter,71,2,3,True,0.011542820930480957,0.28511905670166016,-579.5217515872389
Sqrt Inf Filter,71,2,3,True,0.017118954658508302,2.7705721855163574,-23150227064.838352
Kalman Filter,72,2,3,True,0.013591742515563965,0.3010215759277344,-586.2146275419111
Information Filter,72,2,3,True,0.02706303596496582,3.3266243934631348,-27831952849825.344
Sqrt Filter,72,2,3,True,0.011685895919799804,0.30838727951049805,-586.2146275419112
Sqrt Inf Filter,72,2,3,True,0.01721158027648926,3.0151278972625732,-75144659835.18968
Kalman Filter,73,2,3,True,0.014447546005249024,0.30962204933166504,-592.9075034965834
Information Filter,73,2,3,True,0.02691185474395752,2.9384732246398926,-35175808913793.195
Sqrt Filter,73,2,3,True,0.011879467964172363,0.30988168716430664,-592.9075034965836
Sqrt Inf Filter,73,2,3,True,0.01849536895751953,3.2158405780792236,-437571755388.2691
Kalman Filter,74,2,3,True,0.013952136039733887,0.2606852054595947,-599.6003794512558
Information Filter,74,2,3,True,0.02588465213775635,3.035506248474121,-502487838582487.6
Sqrt Filter,74,2,3,True,0.012030458450317383,0.30951404571533203,-599.6003794512559
Sqrt Inf Filter,74,2,3,True,0.018841266632080078,3.5689311027526855,-831542976334.4548
Kalman Filter,75,2,3,True,0.014840006828308105,0.31623053550720215,-606.2932554059281
Information Filter,75,2,3,True,0.027250242233276368,2.95084810256958,-624892292730692.8
Sqrt Filter,75,2,3,True,0.012415313720703125,0.30452704429626465,-606.2932554059282
Sqrt Inf Filter,75,2,3,True,0.01796560287475586,3.2103261947631836,-14142117763837.713
Kalman Filter,76,2,3,True,0.01430361270904541,0.2747619152069092,-612.9861313606004
Information Filter,76,2,3,True,0.026931357383728028,3.4365899562835693,-9392782377040852.0
Sqrt Filter,76,2,3,True,0.012850379943847657,0.2808363437652588,-612.9861313606006
Sqrt Inf Filter,76,2,3,True,0.018665194511413574,3.107433319091797,-64029968331908.18
Kalman Filter,77,2,3,True,0.015374708175659179,0.3192901611328125,-619.6790073152728
Information Filter,77,2,3,True,0.02627713680267334,3.2566683292388916,-1.16889007235141e+16
Sqrt Filter,77,2,3,True,0.012508153915405273,0.2694213390350342,-619.6790073152729
Sqrt Inf Filter,77,2,3,True,0.019390010833740236,3.730734348297119,-308158684160559.8
Kalman Filter,78,2,3,True,0.014725279808044434,0.27097296714782715,-626.3718832699451
Information Filter,78,2,3,True,0.026285481452941895,3.2915103435516357,-1.61269166848076e+17
Sqrt Filter,78,2,3,True,0.012670278549194336,0.2781198024749756,-626.3718832699452
Sqrt Inf Filter,78,2,3,True,0.018560504913330077,4.0366199016571045,-1316906410485554.5
Kalman Filter,79,2,3,True,0.014892578125,0.2852463722229004,-633.0647592246174
Information Filter,79,2,3,True,0.026893472671508788,3.2094497680664062,-1.9585074166276794e+17
Sqrt Filter,79,2,3,True,0.012848424911499023,0.27385544776916504,-633.0647592246175
Sqrt Inf Filter,79,2,3,True,0.019162321090698244,3.501110076904297,-2971128107486768.5
Kalman Filter,80,2,3,True,0.015306234359741211,0.3144955635070801,-639.7576351792898
Information Filter,80,2,3,True,0.028834962844848634,3.120586395263672,-2.7107571007350876e+18
Sqrt Filter,80,2,3,True,0.012975788116455078,0.2753612995147705,-639.7576351792899
Sqrt Inf Filter,80,2,3,True,0.019716882705688478,3.9681949615478516,-9740168317610400.0
Kalman Filter,81,2,3,True,0.015247535705566407,0.27840232849121094,-646.4505111339621
Information Filter,81,2,3,True,0.028856873512268066,3.3224921226501465,-3.381781256648188e+18
Sqrt Filter,81,2,3,True,0.01317896842956543,0.2759547233581543,-646.4505111339622
Sqrt Inf Filter,81,2,3,True,0.01845240592956543,3.196512460708618,-7.972318384072853e+16
Kalman Filter,82,2,3,True,0.015470361709594727,0.28711366653442383,-653.1433870886344
Information Filter,82,2,3,True,0.028257226943969725,3.0539791584014893,-4.610392922014704e+19
Sqrt Filter,82,2,3,True,0.015188241004943847,0.32297468185424805,-653.1433870886345
Sqrt Inf Filter,82,2,3,True,0.020405292510986328,3.7406842708587646,-2.0801141068871494e+17
Kalman Filter,83,2,3,True,0.015642738342285155,0.29194021224975586,-659.8362630433068
Information Filter,83,2,3,True,0.028437328338623048,3.3462371826171875,-5.956698077259072e+19
Sqrt Filter,83,2,3,True,0.013439226150512695,0.2833380699157715,-659.8362630433069
Sqrt Inf Filter,83,2,3,True,0.019100141525268555,3.599905252456665,-3.64284966430054e+17
Kalman Filter,84,2,3,True,0.015780043601989747,0.3240222930908203,-666.5291389979791
Information Filter,84,2,3,True,0.02816629409790039,3.055650472640991,-7.683544696997237e+20
Sqrt Filter,84,2,3,True,0.013597989082336425,0.3015024662017822,-666.5291389979792
Sqrt Inf Filter,84,2,3,True,0.01973237991333008,4.040595531463623,-1.0757658172846799e+19
Kalman Filter,85,2,3,True,0.016007184982299805,0.29256653785705566,-673.2220149526514
Information Filter,85,2,3,True,0.029668593406677247,3.29217267036438,-9.916259838537508e+20
Sqrt Filter,85,2,3,True,0.013778138160705566,0.329601526260376,-673.2220149526515
Sqrt Inf Filter,85,2,3,True,0.020746707916259766,4.2153825759887695,-4.921791924557146e+19
Kalman Filter,86,2,3,True,0.01618316173553467,0.28845810890197754,-679.9148909073238
Information Filter,86,2,3,True,0.028545618057250977,3.3223769664764404,-1.546214175509553e+22
Sqrt Filter,86,2,3,True,0.013896870613098144,0.2867860794067383,-679.9148909073239
Sqrt Inf Filter,86,2,3,True,0.02073671817779541,3.92903208732605,-1.2513285237200221e+20
Kalman Filter,87,2,3,True,0.016373324394226074,0.2931227684020996,-686.6077668619961
Information Filter,87,2,3,True,0.028772735595703126,3.957460403442383,-1.9488754694050724e+22
Sqrt Filter,87,2,3,True,0.01475980281829834,0.3525197505950928,-686.6077668619962
Sqrt Inf Filter,87,2,3,True,0.021772885322570802,3.9869821071624756,-3.4844724066598624e+20
Kalman Filter,88,2,3,True,0.01652982234954834,0.3500692844390869,-693.3006428166684
Information Filter,88,2,3,True,0.031232404708862304,3.5120656490325928,-2.508029047532813e+23
Sqrt Filter,88,2,3,True,0.014510083198547363,0.3006265163421631,-693.3006428166685
Sqrt Inf Filter,88,2,3,True,0.020507502555847167,3.713779926300049,-1.3184459932489005e+21
Kalman Filter,89,2,3,True,0.01700315475463867,0.3479270935058594,-699.9935187713407
Information Filter,89,2,3,True,0.02962329387664795,3.6402578353881836,-3.1134523643021645e+23
Sqrt Filter,89,2,3,True,0.014402389526367188,0.34545326232910156,-699.9935187713409
Sqrt Inf Filter,89,2,3,True,0.019889354705810547,3.988690137863159,-6.452479659774715e+21
Kalman Filter,90,2,3,True,0.01687960624694824,0.3244905471801758,-706.6863947260131
Information Filter,90,2,3,True,0.03147709369659424,3.301630973815918,-4.704042404264677e+24
Sqrt Filter,90,2,3,True,0.015286540985107422,0.3006114959716797,-706.6863947260132
Sqrt Inf Filter,90,2,3,True,0.020399880409240723,4.10019063949585,-1.2716194922987885e+22
Kalman Filter,91,2,3,True,0.01769077777862549,0.35541605949401855,-713.3792706806854
Information Filter,91,2,3,True,0.030772948265075685,3.646266460418701,-5.775642408282082e+24
Sqrt Filter,91,2,3,True,0.014711213111877442,0.29797887802124023,-713.3792706806855
Sqrt Inf Filter,91,2,3,True,0.020781493186950682,3.545870065689087,-2.0631852333579842e+23
Kalman Filter,92,2,3,True,0.0173189640045166,0.30130434036254883,-720.0721466353577
Information Filter,92,2,3,True,0.031804656982421874,3.4150478839874268,-7.868160451103134e+25
Sqrt Filter,92,2,3,True,0.014963245391845703,0.29987406730651855,-720.0721466353579
Sqrt Inf Filter,92,2,3,True,0.02263033390045166,4.056123971939087,-3.391308332204475e+23
