1.7484716,3.3403623,-2.4656613,1.3217957,-5.386346,-1.6799048,0.36197686
1.6869519,3.3447766,-2.4502184,1.3085737,-5.3386693,-1.7064042,0.37058944
1.6869519,3.3447766,-2.4502184,1.3085737,-5.3386693,-1.7064042,0.37058944
1.7721565,3.346885,-2.4087415,1.2720373,-5.334527,-1.7182235,0.38359576
1.7811064,3.3409126,-2.3664806,1.228562,-5.388075,-1.7360069,0.35461742
1.771137,3.347743,-2.3834672,1.2494243,-5.337132,-1.6971,0.3740184
1.7968844,3.3373137,-2.4024072,1.2713224,-5.2751875,-1.7238349,0.41073668
1.7968844,3.3373137,-2.4024072,1.2713224,-5.2751875,-1.7238349,0.41073668
1.8277833,3.3307002,-2.4033344,1.2711489,-5.275276,-1.7318043,0.36620793
1.7952752,3.3336847,-2.4023373,1.2792262,-5.341127,-1.778193,0.30609876
1.820889,3.3353035,-2.3964841,1.2687596,-5.2839055,-1.778907,0.23809172
1.8846384,3.3469484,-2.3847835,1.2466422,-5.310171,-1.7678894,0.33923328
1.8846384,3.3469484,-2.3847835,1.2466422,-5.310171,-1.7678894,0.33923328
1.9285134,3.344534,-2.4124374,1.2673115,-5.2006755,-1.7408006,0.32888737
1.8692999,3.3506737,-2.4297917,1.2860409,-5.188756,-1.7571373,0.2918614
1.8492513,3.3597996,-2.4098084,1.2566712,-5.263357,-1.7884746,0.22901574
1.8565117,3.358127,-2.3965578,1.2371097,-5.3255258,-1.7843894,0.40199465
1.8957548,3.355782,-2.3501513,1.1824758,-5.2981215,-1.8449919,0.43981546
1.8817,3.3502927,-2.2855067,1.1074297,-5.4007077,-1.854262,0.45160317
1.8555119,3.33991,-2.3151393,1.140119,-5.3437395,-1.8465676,0.5285612
1.7727876,3.3494382,-2.303324,1.1370959,-5.3956623,-1.8869785,0.46814212
1.7887669,3.3456461,-2.276547,1.117675,-5.421825,-1.9120822,0.43431705
1.8142189,3.3515615,-2.1509285,0.96647215,-5.459015,-1.9604962,0.3464124
1.8489082,3.353791,-2.1918771,1.0036128,-5.476447,-1.9391551,0.2642033
1.8861612,3.3506393,-2.1737614,0.9936436,-5.4090033,-1.881238,0.2924726
1.846689,3.3533525,-2.2017782,1.0141765,-5.304595,-1.8414266,0.22453333
1.8419725,3.3583307,-2.1767097,0.98472154,-5.293369,-1.8690547,0.34159833
1.9187207,3.352484,-2.243325,1.0714501,-5.3367286,-1.8818547,0.29195973
1.9316803,3.3488286,-2.298548,1.1242887,-5.268117,-1.8482188,0.29912776
1.9018326,3.3409424,-2.3607154,1.1895097,-5.205735,-1.8199037,0.23633607
1.9105598,3.3355877,-2.33874,1.1625808,-5.2118177,-1.8448651,0.04453215
1.9307656,3.3308458,-2.4362457,1.2550073,-5.1184883,-1.7853556,0.16155945
1.9612212,3.330293,-2.423863,1.2599539,-5.077864,-1.8054061,0.12512419
1.9594064,3.3277137,-2.362857,1.1948452,-5.025678,-1.808932,0.24868958
1.9174812,3.333484,-2.4164956,1.2615879,-4.9607205,-1.7344732,0.25192723
1.9174812,3.333484,-2.4164956,1.2615879,-4.9607205,-1.7344732,0.25192723
1.975786,3.327642,-2.3654904,1.2020845,-5.0098224,-1.7796919,0.30654997
2.008941,3.3315802,-2.3417966,1.1795025,-5.0708594,-1.7752175,0.29504645
2.065864,3.3293574,-2.325776,1.1560177,-5.1238136,-1.7581878,0.41567484
2.0273805,3.3272698,-2.3275108,1.1703689,-5.163696,-1.6750257,0.4563468
1.9513515,3.3274152,-2.3117058,1.1403778,-5.117358,-1.6692445,0.37619883
1.9378995,3.3305142,-2.2303042,1.054367,-5.173753,-1.7098116,0.45582235
1.9180799,3.3316429,-2.2139137,1.033954,-5.179683,-1.724112,0.53154033
1.970769,3.3224375,-2.192085,1.0061038,-5.1987214,-1.6873904,0.5533221
1.9447674,3.3155582,-2.1918669,1.0028106,-5.161353,-1.6856109,0.55082864
1.9923028,3.319119,-2.1715868,0.9824276,-5.196194,-1.6293222,0.65524673
1.995573,3.3191423,-2.161238,0.9700076,-5.1330347,-1.6410141,0.6633726
1.9235265,3.3275042,-2.1002207,0.90838885,-5.206496,-1.6711504,0.6286135
1.915369,3.333939,-2.0897293,0.90054137,-5.2028165,-1.7044297,0.5687279
1.9431455,3.333295,-2.1079931,0.9123296,-5.2296987,-1.658653,0.5634215
1.9148062,3.3231404,-2.0527613,0.8552508,-5.1670146,-1.7143624,0.4724036
1.8557916,3.325647,-2.0102594,0.81045115,-5.305738,-1.695295,0.59138805
1.7932495,3.320953,-1.998683,0.79452294,-5.319503,-1.705872,0.54627764
1.8049203,3.332894,-1.989112,0.79118395,-5.316991,-1.6812359,0.4748793
1.8581876,3.3277624,-1.959698,0.76262486,-5.383719,-1.7101752,0.5779031
1.9167495,3.3217378,-1.9562954,0.75867707,-5.40731,-1.7723749,0.665571
1.9297992,3.3277311,-1.9338089,0.7386995,-5.4273295,-1.757106,0.64644295
1.9216819,3.3351946,-1.8833154,0.6924064,-5.489408,-1.8002687,0.5718831
1.9041003,3.3366508,-1.9511092,0.7674774,-5.391064,-1.7031047,0.49117327
1.855797,3.331127,-1.9800055,0.80290043,-5.4464703,-1.7208838,0.49511784
1.8679656,3.3304815,-2.085989,0.9112139,-5.4634805,-1.6614177,0.629415
1.8814456,3.336811,-2.0855405,0.91662705,-5.4523306,-1.6704516,0.6035054
1.9474349,3.3335936,-2.0878437,0.9274143,-5.504036,-1.6718452,0.4942603
1.9695089,3.3261752,-2.0980623,0.9196799,-5.5080843,-1.682256,0.35088617
1.9424525,3.3168595,-2.115804,0.92840296,-5.4259486,-1.7145294,0.2857266
1.9122939,3.3169813,-2.0825057,0.90154237,-5.4912753,-1.7780961,0.3384019
1.8797804,3.328585,-2.0629196,0.8804697,-5.514954,-1.8170689,0.36895025
1.8989047,3.3257625,-2.043857,0.8629944,-5.4710736,-1.803299,0.28931382
1.894106,3.332995,-2.0697553,0.89386517,-5.4821177,-1.8068663,0.28645813
1.8998004,3.3347511,-2.0993407,0.9295572,-5.435145,-1.7989659,0.27379024
1.8522325,3.3399549,-2.0476556,0.8685508,-5.512217,-1.8134115,0.20984076
1.8497144,3.3560557,-2.0431964,0.87544554,-5.5210943,-1.804031,0.09303368
1.7997184,3.359475,-2.0856214,0.91387534,-5.4442983,-1.756654,0.16110148
1.83842,3.3488185,-2.1527686,0.97651696,-5.391431,-1.7191424,0.29959875
1.8979739,3.3480072,-2.1747055,0.9972725,-5.278535,-1.7263924,0.28987533
1.8530864,3.3409042,-2.1747181,0.98880357,-5.241911,-1.7576199,0.28612375
1.8347489,3.3345497,-2.2315323,1.0508758,-5.1781282,-1.6684066,0.34465626
1.8166192,3.340375,-2.213919,1.0106055,-5.2461305,-1.690443,0.38031355
1.8226519,3.346466,-2.2187536,1.0225608,-5.2226033,-1.6919779,0.50418794
1.8085613,3.3534899,-2.2105837,1.0169358,-5.1984844,-1.6970483,0.43093187
1.805149,3.3578563,-2.242664,1.0583361,-5.237514,-1.7002759,0.44984335
