"s1","s2","time","z"
0.819993681041524,0.529804455116391,2017-12-01,0.459854976371541
0.687636162620038,0.801678828895092,2017-12-01,0.521875219322738
0.431776891928166,0.313187195919454,2017-12-01,0.357012435472233
0.243875786894932,0.691273411735892,2017-12-01,0.898351183891821
0.00814770301803946,0.773044522618875,2017-12-01,0.828751303622407
0.421106143388897,0.261793632525951,2017-12-01,0.330307374322921
0.786956907948479,0.678760153008625,2017-12-01,0.510254997266179
0.595592122757807,0.992143295938149,2017-12-01,0.513603348208964
0.984963058726862,0.551487519871444,2017-12-01,0.484075207155142
0.528043455909938,0.930684473598376,2017-12-01,0.505386777855658
0.523278417764232,0.20740434480831,2017-12-01,0.357458843841796
0.786444804864004,0.229959039483219,2017-12-01,0.395537605675858
0.0877224092837423,0.48398658935912,2017-12-01,0.300238050068636
0.256111980648711,0.461059393826872,2017-12-01,0.32508899908815
0.35660412022844,0.782721356954426,2017-12-01,0.427580049459601
0.24905545799993,0.000605266075581312,2017-12-01,0.231592859042306
0.175018487730995,0.750623380066827,2017-12-01,1.31877884428968
0.572922080755234,0.830732437549159,2017-12-01,0.482366624884665
0.483393148286268,0.314671236323193,2017-12-01,0.368168069142396
0.809948969166726,0.712033160030842,2017-12-01,0.496196794570716
0.75051523395814,0.25171154923737,2017-12-01,0.399209329039345
0.347443797625601,0.309347498230636,2017-12-01,0.333907741531662
0.806874484289438,0.695954847149551,2017-12-01,0.517755129670171
0.25176422810182,0.423095647012815,2017-12-01,0.325386539747656
0.592963553965092,0.852890213020146,2017-12-01,0.473127650779443
0.156215733382851,0.534399916650727,2017-12-01,0.335623087942116
0.175159651553258,0.54817751632072,2017-12-01,0.395551424382603
0.226377300918102,0.845543978502974,2017-12-01,0.851998192709371
0.791963252006099,0.377029079943895,2017-12-01,0.44151932943393
0.388376479735598,0.166043678531423,2017-12-01,0.309475637781831
0.911222032504156,0.189248028676957,2017-12-01,0.424024951491365
0.1218470511958,0.856867816066369,2017-12-01,0.991048453171826
0.987835156964138,0.337503234623,2017-12-01,0.465303098169113
0.75528792059049,0.775028235046193,2017-12-01,0.499833604529689
0.310775833902881,0.0690702020656317,2017-12-01,0.288589300999966
0.0198653580155224,0.240949265658855,2017-12-01,0.248105184307118
0.682283061323687,0.24280183785595,2017-12-01,0.391684617550352
0.438736066687852,0.387112989090383,2017-12-01,0.366816202700948
0.883700705366209,0.871805021073669,2017-12-01,0.568916390035847
0.0742437855806202,0.967197048477829,2017-12-01,0.415565708685855
0.45366955595091,0.866916270926595,2017-12-01,0.460740253816877
0.888036270625889,0.437715301522985,2017-12-01,0.465058824907101
0.700159241678193,0.191937792114913,2017-12-01,0.377166314674487
0.304615611210465,0.0822944045066833,2017-12-01,0.256473542173707
0.584890802390873,0.583451637532562,2017-12-01,0.450642426932894
0.870453770039603,0.0703614954836667,2017-12-01,0.398801864649529
0.44652355927974,0.527662655804306,2017-12-01,0.387171076654557
0.33737303968519,0.472288285382092,2017-12-01,0.36575234060516
0.566908608656377,0.0481913706753403,2017-12-01,0.325438954902413
0.415764981647953,0.594540807651356,2017-12-01,0.390733563749338
0.83266066480428,0.791271215071902,2017-12-01,0.539685450111768
0.153707588091493,0.598868683679029,2017-12-01,0.675477107592192
0.658649043180048,0.0279159292113036,2017-12-01,0.339148831557705
0.00102681899443269,0.39572663186118,2017-12-01,0.28339940026552
0.320450928527862,0.106243964517489,2017-12-01,0.275397733915976
0.950132880592719,0.0241113880183548,2017-12-01,0.383994560426542
0.0125525095500052,0.840897767804563,2017-12-01,0.669191907683714
0.0790907654445618,0.32639992586337,2017-12-01,0.286858994266709
0.537983173970133,0.213288370519876,2017-12-02,0.341575865752341
0.818258262239397,0.994843258988112,2017-12-02,0.582830790593537
0.321746907196939,0.49203958758153,2017-12-02,0.530290612341782
0.582326936768368,0.627634118078277,2017-12-02,0.463932408263451
0.0709323794580996,0.00596133503131568,2017-12-02,0.200419894808758
0.570644013117999,0.285853998735547,2017-12-02,0.368086644606268
0.56067725061439,0.986480417195708,2017-12-02,0.538455836862558
0.434170939493924,0.757692324928939,2017-12-02,0.454667622587266
0.96194878523238,0.0682749908883125,2017-12-02,0.402677366964131
0.711271684383973,0.810763978632167,2017-12-02,0.536213870295135
0.258469532011077,0.122871407074854,2017-12-02,0.262903221331114
0.92567753768526,0.409918360644951,2017-12-02,0.446737238916116
0.420811663148925,0.927543645258993,2017-12-02,0.47716546344571
0.816300745587796,0.554208239307627,2017-12-02,0.479898729709148
0.754665047628805,0.0142666143365204,2017-12-02,0.358872320967494
0.412143304478377,0.967365281190723,2017-12-02,0.482368035494982
0.514416832011193,0.770065532531589,2017-12-02,0.464688918276518
0.542284718481824,0.0799524132162333,2017-12-02,0.288385048166716
0.974024304188788,0.365419848356396,2017-12-02,0.444956242015702
0.073637954890728,0.480426545254886,2017-12-02,0.321904325145076
0.76950380532071,0.675760691985488,2017-12-02,0.545183790412036
0.872554909205064,0.786447250749916,2017-12-02,0.57125566658855
0.989865584531799,0.810058057308197,2017-12-02,0.57388912973216
0.965147644048557,0.078677503624931,2017-12-02,0.392276087294361
0.636421318631619,0.168914441019297,2017-12-02,0.354578406524988
0.0653892939444631,0.0367327940184623,2017-12-02,0.237094863900244
0.128414754988626,0.240142308874056,2017-12-02,0.24041948616495
0.492784780450165,0.912195181939751,2017-12-02,0.513847769420579
0.663244860246778,0.00136347976513207,2017-12-02,0.3379484710624
0.189378713723272,0.227300448110327,2017-12-02,0.254277557733842
0.177598393289372,0.168262931751087,2017-12-02,0.259390859642698
0.115560325561091,0.149762514978647,2017-12-02,0.243187573903204
0.156952400226146,0.648097161203623,2017-12-02,0.992721293048923
0.8574108495377,0.485572549281642,2017-12-02,0.476667781524542
0.42486053169705,0.693244319409132,2017-12-02,0.526038209379921
0.878341671079397,0.289669456658885,2017-12-02,0.412644869665062
0.824826563941315,0.978671659715474,2017-12-02,0.566420860924926
0.978819616837427,0.288126329425722,2017-12-02,0.432718489860365
0.634543015854433,0.525764521211386,2017-12-02,0.456457946363623
0.691523276036605,0.0778222696390003,2017-12-02,0.335023404114464
0.792183339362964,0.678553835256025,2017-12-02,0.515927141443317
0.0341706455219537,0.181949716527015,2017-12-02,0.237122687442819
0.819993681041524,0.529804455116391,2017-12-02,0.483269841003862
0.687636162620038,0.801678828895092,2017-12-02,0.530784855382384
0.431776891928166,0.313187195919454,2017-12-02,0.32953202228594
0.243875786894932,0.691273411735892,2017-12-02,1.18579044958071
0.00814770301803946,0.773044522618875,2017-12-02,0.359418173520041
0.421106143388897,0.261793632525951,2017-12-02,0.325195012114956
0.786956907948479,0.678760153008625,2017-12-02,0.533405337437337
0.595592122757807,0.992143295938149,2017-12-02,0.547725735027219
0.984963058726862,0.551487519871444,2017-12-02,0.510944256460089
0.528043455909938,0.930684473598376,2017-12-02,0.543172868668011
0.523278417764232,0.20740434480831,2017-12-02,0.337960401360815
0.786444804864004,0.229959039483219,2017-12-02,0.390323534380127
0.0877224092837423,0.48398658935912,2017-12-02,0.310052841480895
0.256111980648711,0.461059393826872,2017-12-02,0.460962664915396
0.35660412022844,0.782721356954426,2017-12-02,0.597576071842661
0.24905545799993,0.000605266075581312,2017-12-02,0.237007149782581
0.175018487730995,0.750623380066827,2017-12-02,0.83446490563036
0.572922080755234,0.830732437549159,2017-12-02,0.511962424736631
0.483393148286268,0.314671236323193,2017-12-02,0.338765243239017
0.809948969166726,0.712033160030842,2017-12-02,0.545862521862688
0.75051523395814,0.25171154923737,2017-12-02,0.391753558677014
0.347443797625601,0.309347498230636,2017-12-02,0.337806450527378
0.806874484289438,0.695954847149551,2017-12-02,0.554124311325466
0.25176422810182,0.423095647012815,2017-12-02,0.35680420492295
0.592963553965092,0.852890213020146,2017-12-02,0.530422960405158
0.156215733382851,0.534399916650727,2017-12-02,0.702920701098719
0.175159651553258,0.54817751632072,2017-12-02,0.807972912676603
0.226377300918102,0.845543978502974,2017-12-02,0.518581197666387
0.791963252006099,0.377029079943895,2017-12-02,0.437672873584646
0.388376479735598,0.166043678531423,2017-12-02,0.312264782807818
0.911222032504156,0.189248028676957,2017-12-02,0.416329698046689
0.1218470511958,0.856867816066369,2017-12-02,0.431078299789845
0.987835156964138,0.337503234623,2017-12-02,0.455106715303202
0.75528792059049,0.775028235046193,2017-12-02,0.579858225677398
0.310775833902881,0.0690702020656317,2017-12-02,0.281694114508899
0.0198653580155224,0.240949265658855,2017-12-02,0.238621496249649
0.682283061323687,0.24280183785595,2017-12-02,0.39540911213569
0.438736066687852,0.387112989090383,2017-12-02,0.330460481136437
0.883700705366209,0.871805021073669,2017-12-02,0.596143284398333
0.0742437855806202,0.967197048477829,2017-12-02,0.427894479468037
0.45366955595091,0.866916270926595,2017-12-02,0.468819086293839
0.888036270625889,0.437715301522985,2017-12-02,0.465464729080908
0.700159241678193,0.191937792114913,2017-12-02,0.3527464924687
0.304615611210465,0.0822944045066833,2017-12-02,0.274334228443204
0.584890802390873,0.583451637532562,2017-12-02,0.450843697715992
0.870453770039603,0.0703614954836667,2017-12-02,0.382736813355657
0.44652355927974,0.527662655804306,2017-12-02,0.345501347654501
0.33737303968519,0.472288285382092,2017-12-02,0.426011656754697
0.566908608656377,0.0481913706753403,2017-12-02,0.291922394286605
0.415764981647953,0.594540807651356,2017-12-02,0.527527005121056
0.83266066480428,0.791271215071902,2017-12-02,0.559406888956898
0.153707588091493,0.598868683679029,2017-12-02,0.886288201583066
0.658649043180048,0.0279159292113036,2017-12-02,0.33121758027005
0.00102681899443269,0.39572663186118,2017-12-02,0.288814328275147
0.320450928527862,0.106243964517489,2017-12-02,0.286164825512076
0.950132880592719,0.0241113880183548,2017-12-02,0.38888975820937
0.0125525095500052,0.840897767804563,2017-12-02,0.398582560993652
0.0790907654445618,0.32639992586337,2017-12-02,0.278445868437943
0.537983173970133,0.213288370519876,2017-12-03,0.282109949149785
0.818258262239397,0.994843258988112,2017-12-03,0.553154729110041
0.321746907196939,0.49203958758153,2017-12-03,0.986251264076113
0.582326936768368,0.627634118078277,2017-12-03,0.434648853746466
0.0709323794580996,0.00596133503131568,2017-12-03,0.23636972038622
0.570644013117999,0.285853998735547,2017-12-03,0.31480108844741
0.56067725061439,0.986480417195708,2017-12-03,0.494272455094457
0.434170939493924,0.757692324928939,2017-12-03,0.468444527837268
0.96194878523238,0.0682749908883125,2017-12-03,0.412237665320969
0.711271684383973,0.810763978632167,2017-12-03,0.522963104281661
0.258469532011077,0.122871407074854,2017-12-03,0.267316935372826
0.92567753768526,0.409918360644951,2017-12-03,0.468655203594496
0.420811663148925,0.927543645258993,2017-12-03,0.485198890831751
0.816300745587796,0.554208239307627,2017-12-03,0.498031995547922
0.754665047628805,0.0142666143365204,2017-12-03,0.359160045990562
0.412143304478377,0.967365281190723,2017-12-03,0.49801643931392
0.514416832011193,0.770065532531589,2017-12-03,0.444314434888774
0.542284718481824,0.0799524132162333,2017-12-03,0.28579325790012
0.974024304188788,0.365419848356396,2017-12-03,0.474183390345793
0.073637954890728,0.480426545254886,2017-12-03,0.290534541063629
0.76950380532071,0.675760691985488,2017-12-03,0.510189490734793
0.872554909205064,0.786447250749916,2017-12-03,0.558554660817105
0.989865584531799,0.810058057308197,2017-12-03,0.565910606347752
0.965147644048557,0.078677503624931,2017-12-03,0.401487374676948
0.636421318631619,0.168914441019297,2017-12-03,0.303147604112947
0.0653892939444631,0.0367327940184623,2017-12-03,0.233986454538825
0.128414754988626,0.240142308874056,2017-12-03,0.263050191541002
0.492784780450165,0.912195181939751,2017-12-03,0.478467847343311
0.663244860246778,0.00136347976513207,2017-12-03,0.301782464987019
0.189378713723272,0.227300448110327,2017-12-03,0.252588866577945
0.177598393289372,0.168262931751087,2017-12-03,0.264435657361351
0.115560325561091,0.149762514978647,2017-12-03,0.281006854536833
0.156952400226146,0.648097161203623,2017-12-03,0.406514626846425
0.8574108495377,0.485572549281642,2017-12-03,0.466665484911166
0.42486053169705,0.693244319409132,2017-12-03,0.572683743046182
0.878341671079397,0.289669456658885,2017-12-03,0.401492898310429
0.824826563941315,0.978671659715474,2017-12-03,0.552139326228132
0.978819616837427,0.288126329425722,2017-12-03,0.432436303447543
0.634543015854433,0.525764521211386,2017-12-03,0.41182480016303
0.691523276036605,0.0778222696390003,2017-12-03,0.322521604658691
0.792183339362964,0.678553835256025,2017-12-03,0.520277287168096
0.0341706455219537,0.181949716527015,2017-12-03,0.250617738353751
0.819993681041524,0.529804455116391,2017-12-03,0.513738314442691
0.687636162620038,0.801678828895092,2017-12-03,0.526423517580162
0.431776891928166,0.313187195919454,2017-12-03,0.300628826549869
0.243875786894932,0.691273411735892,2017-12-03,0.552760604789063
0.00814770301803946,0.773044522618875,2017-12-03,0.376282322124575
0.421106143388897,0.261793632525951,2017-12-03,0.28585317543063
0.786956907948479,0.678760153008625,2017-12-03,0.521007188394781
0.595592122757807,0.992143295938149,2017-12-03,0.471528707022531
0.984963058726862,0.551487519871444,2017-12-03,0.507853812793873
0.528043455909938,0.930684473598376,2017-12-03,0.467727528092871
0.523278417764232,0.20740434480831,2017-12-03,0.289496391008299
0.786444804864004,0.229959039483219,2017-12-03,0.369889849145
0.0877224092837423,0.48398658935912,2017-12-03,0.293234393621216
0.256111980648711,0.461059393826872,2017-12-03,0.703263849527581
0.35660412022844,0.782721356954426,2017-12-03,0.473478383210925
0.24905545799993,0.000605266075581312,2017-12-03,0.262771273747204
0.175018487730995,0.750623380066827,2017-12-03,0.427034038959702
0.572922080755234,0.830732437549159,2017-12-03,0.503625302647343
0.483393148286268,0.314671236323193,2017-12-03,0.300078372908219
0.809948969166726,0.712033160030842,2017-12-03,0.53925561925477
0.75051523395814,0.25171154923737,2017-12-03,0.379995163299079
0.347443797625601,0.309347498230636,2017-12-03,0.306046451376906
0.806874484289438,0.695954847149551,2017-12-03,0.54816560591693
0.25176422810182,0.423095647012815,2017-12-03,0.58469535077415
0.592963553965092,0.852890213020146,2017-12-03,0.491528701454007
0.156215733382851,0.534399916650727,2017-12-03,0.432560681216555
0.175159651553258,0.54817751632072,2017-12-03,0.485737333092915
0.226377300918102,0.845543978502974,2017-12-03,0.462484084613334
0.791963252006099,0.377029079943895,2017-12-03,0.396524753025558
0.388376479735598,0.166043678531423,2017-12-03,0.297482733174994
0.911222032504156,0.189248028676957,2017-12-03,0.420727127404681
0.1218470511958,0.856867816066369,2017-12-03,0.458671865000399
0.987835156964138,0.337503234623,2017-12-03,0.447219507712447
0.75528792059049,0.775028235046193,2017-12-03,0.526311116039525
0.310775833902881,0.0690702020656317,2017-12-03,0.286301977707959
0.0198653580155224,0.240949265658855,2017-12-03,0.255441615317984
0.682283061323687,0.24280183785595,2017-12-03,0.352915690964335
0.438736066687852,0.387112989090383,2017-12-03,0.457766577009404
0.883700705366209,0.871805021073669,2017-12-03,0.555006119070839
0.0742437855806202,0.967197048477829,2017-12-03,0.419511972069977
0.45366955595091,0.866916270926595,2017-12-03,0.459648651122318
0.888036270625889,0.437715301522985,2017-12-03,0.469030730642837
0.700159241678193,0.191937792114913,2017-12-03,0.383012554465584
0.304615611210465,0.0822944045066833,2017-12-03,0.281450661513976
0.584890802390873,0.583451637532562,2017-12-03,0.416296967420766
0.870453770039603,0.0703614954836667,2017-12-03,0.405732815868579
0.44652355927974,0.527662655804306,2017-12-03,0.785022393760761
0.33737303968519,0.472288285382092,2017-12-03,0.926646890729669
0.566908608656377,0.0481913706753403,2017-12-03,0.289923299435519
0.415764981647953,0.594540807651356,2017-12-03,0.904694959221585
0.83266066480428,0.791271215071902,2017-12-03,0.538321696360264
0.153707588091493,0.598868683679029,2017-12-03,0.422404761636333
0.658649043180048,0.0279159292113036,2017-12-03,0.326636075882568
0.00102681899443269,0.39572663186118,2017-12-03,0.279690564641131
0.320450928527862,0.106243964517489,2017-12-03,0.272652506045448
0.950132880592719,0.0241113880183548,2017-12-03,0.384382910432683
0.0125525095500052,0.840897767804563,2017-12-03,0.38100979160776
0.0790907654445618,0.32639992586337,2017-12-03,0.271062901292888
0.537983173970133,0.213288370519876,2017-12-04,0.329500306295009
0.818258262239397,0.994843258988112,2017-12-04,0.57055900850646
0.321746907196939,0.49203958758153,2017-12-04,0.617901053554099
0.582326936768368,0.627634118078277,2017-12-04,0.476595756399948
0.0709323794580996,0.00596133503131568,2017-12-04,0.215552135259174
0.570644013117999,0.285853998735547,2017-12-04,0.406598908592262
0.56067725061439,0.986480417195708,2017-12-04,0.515319718621176
0.434170939493924,0.757692324928939,2017-12-04,0.466254271223881
0.96194878523238,0.0682749908883125,2017-12-04,0.411586612579884
0.711271684383973,0.810763978632167,2017-12-04,0.503906969267443
0.258469532011077,0.122871407074854,2017-12-04,0.258970537168405
0.92567753768526,0.409918360644951,2017-12-04,0.478798519857069
0.420811663148925,0.927543645258993,2017-12-04,0.484171560916914
0.816300745587796,0.554208239307627,2017-12-04,0.459722721530451
0.754665047628805,0.0142666143365204,2017-12-04,0.352263425244822
0.412143304478377,0.967365281190723,2017-12-04,0.477405008892505
0.514416832011193,0.770065532531589,2017-12-04,0.463099359715324
0.542284718481824,0.0799524132162333,2017-12-04,0.302951086636069
0.974024304188788,0.365419848356396,2017-12-04,0.45197393275694
0.073637954890728,0.480426545254886,2017-12-04,0.297899068316598
0.76950380532071,0.675760691985488,2017-12-04,0.514051181000851
0.872554909205064,0.786447250749916,2017-12-04,0.519294302773526
0.989865584531799,0.810058057308197,2017-12-04,0.528028632352716
0.965147644048557,0.078677503624931,2017-12-04,0.418962302737385
0.636421318631619,0.168914441019297,2017-12-04,0.307891364037374
0.0653892939444631,0.0367327940184623,2017-12-04,0.223910618408218
0.128414754988626,0.240142308874056,2017-12-04,0.237919924848425
0.492784780450165,0.912195181939751,2017-12-04,0.494408900919778
0.663244860246778,0.00136347976513207,2017-12-04,0.313411201973049
0.189378713723272,0.227300448110327,2017-12-04,0.254674986026609
0.177598393289372,0.168262931751087,2017-12-04,0.234738235190589
0.115560325561091,0.149762514978647,2017-12-04,0.234200118740935
0.156952400226146,0.648097161203623,2017-12-04,0.352660920664091
0.8574108495377,0.485572549281642,2017-12-04,0.478199936719358
0.42486053169705,0.693244319409132,2017-12-04,0.462003380441611
0.878341671079397,0.289669456658885,2017-12-04,0.423268701370252
0.824826563941315,0.978671659715474,2017-12-04,0.538387526352324
0.978819616837427,0.288126329425722,2017-12-04,0.439555017915934
0.634543015854433,0.525764521211386,2017-12-04,0.488526081967714
0.691523276036605,0.0778222696390003,2017-12-04,0.321565229003075
0.792183339362964,0.678553835256025,2017-12-04,0.509285058153011
0.0341706455219537,0.181949716527015,2017-12-04,0.241217242621571
0.819993681041524,0.529804455116391,2017-12-04,0.467778331586202
0.687636162620038,0.801678828895092,2017-12-04,0.4936001049494
0.431776891928166,0.313187195919454,2017-12-04,0.620541785018501
0.243875786894932,0.691273411735892,2017-12-04,0.399516524040455
0.00814770301803946,0.773044522618875,2017-12-04,0.32388669684384
0.421106143388897,0.261793632525951,2017-12-04,0.469090633616625
0.786956907948479,0.678760153008625,2017-12-04,0.526551599213807
0.595592122757807,0.992143295938149,2017-12-04,0.519598403401931
0.984963058726862,0.551487519871444,2017-12-04,0.528403254617598
0.528043455909938,0.930684473598376,2017-12-04,0.481574172230077
0.523278417764232,0.20740434480831,2017-12-04,0.316417355844068
0.786444804864004,0.229959039483219,2017-12-04,0.352580281383163
0.0877224092837423,0.48398658935912,2017-12-04,0.326914660013962
0.256111980648711,0.461059393826872,2017-12-04,0.424856788536565
0.35660412022844,0.782721356954426,2017-12-04,0.463712580638151
0.24905545799993,0.000605266075581312,2017-12-04,0.241673409168022
0.175018487730995,0.750623380066827,2017-12-04,0.381436629209115
0.572922080755234,0.830732437549159,2017-12-04,0.469531694308168
0.483393148286268,0.314671236323193,2017-12-04,0.61681399354571
0.809948969166726,0.712033160030842,2017-12-04,0.532257634224196
0.75051523395814,0.25171154923737,2017-12-04,0.352733823054523
0.347443797625601,0.309347498230636,2017-12-04,0.50339854040187
0.806874484289438,0.695954847149551,2017-12-04,0.543399610456479
0.25176422810182,0.423095647012815,2017-12-04,0.407835372708317
0.592963553965092,0.852890213020146,2017-12-04,0.487727774241424
0.156215733382851,0.534399916650727,2017-12-04,0.331180194893937
0.175159651553258,0.54817751632072,2017-12-04,0.35096775365428
0.226377300918102,0.845543978502974,2017-12-04,0.426729507124655
0.791963252006099,0.377029079943895,2017-12-04,0.398402216144784
0.388376479735598,0.166043678531423,2017-12-04,0.278472603001183
0.911222032504156,0.189248028676957,2017-12-04,0.407187256084852
0.1218470511958,0.856867816066369,2017-12-04,0.373478853306027
0.987835156964138,0.337503234623,2017-12-04,0.470709682643024
0.75528792059049,0.775028235046193,2017-12-04,0.511831003986242
0.310775833902881,0.0690702020656317,2017-12-04,0.26522476590147
0.0198653580155224,0.240949265658855,2017-12-04,0.231249100456098
0.682283061323687,0.24280183785595,2017-12-04,0.331894690786573
0.438736066687852,0.387112989090383,2017-12-04,0.886457885374193
0.883700705366209,0.871805021073669,2017-12-04,0.500782650053825
0.0742437855806202,0.967197048477829,2017-12-04,0.406672509745685
0.45366955595091,0.866916270926595,2017-12-04,0.479598864503695
0.888036270625889,0.437715301522985,2017-12-04,0.476069292600791
0.700159241678193,0.191937792114913,2017-12-04,0.32754637044656
0.304615611210465,0.0822944045066833,2017-12-04,0.272181006387748
0.584890802390873,0.583451637532562,2017-12-04,0.495454248463442
0.870453770039603,0.0703614954836667,2017-12-04,0.415909924930455
0.44652355927974,0.527662655804306,2017-12-04,0.838042017154345
0.33737303968519,0.472288285382092,2017-12-04,0.695487641969126
0.566908608656377,0.0481913706753403,2017-12-04,0.332429526595148
0.415764981647953,0.594540807651356,2017-12-04,0.627477336529036
0.83266066480428,0.791271215071902,2017-12-04,0.518561600257161
0.153707588091493,0.598868683679029,2017-12-04,0.339876089594718
0.658649043180048,0.0279159292113036,2017-12-04,0.311677768518695
0.00102681899443269,0.39572663186118,2017-12-04,0.256265943355091
0.320450928527862,0.106243964517489,2017-12-04,0.279786482487819
0.950132880592719,0.0241113880183548,2017-12-04,0.406442865141744
0.0125525095500052,0.840897767804563,2017-12-04,0.343923096337615
0.0790907654445618,0.32639992586337,2017-12-04,0.258550489645383
0.537983173970133,0.213288370519876,2017-12-05,0.618739729421858
0.818258262239397,0.994843258988112,2017-12-05,0.522693276210769
0.321746907196939,0.49203958758153,2017-12-05,0.343537210583249
0.582326936768368,0.627634118078277,2017-12-05,0.43808470869189
0.0709323794580996,0.00596133503131568,2017-12-05,0.220280618842305
0.570644013117999,0.285853998735547,2017-12-05,0.791479645753204
0.56067725061439,0.986480417195708,2017-12-05,0.493494245972668
0.434170939493924,0.757692324928939,2017-12-05,0.448182641676159
0.96194878523238,0.0682749908883125,2017-12-05,0.399100661896324
0.711271684383973,0.810763978632167,2017-12-05,0.490395530103069
0.258469532011077,0.122871407074854,2017-12-05,0.278545435014499
0.92567753768526,0.409918360644951,2017-12-05,0.435583751795499
0.420811663148925,0.927543645258993,2017-12-05,0.433174848397648
0.816300745587796,0.554208239307627,2017-12-05,0.479519142839526
0.754665047628805,0.0142666143365204,2017-12-05,0.321647065305742
0.412143304478377,0.967365281190723,2017-12-05,0.42233380772941
0.514416832011193,0.770065532531589,2017-12-05,0.434354627328873
0.542284718481824,0.0799524132162333,2017-12-05,0.332906256616559
0.974024304188788,0.365419848356396,2017-12-05,0.43445212748793
0.073637954890728,0.480426545254886,2017-12-05,0.315274374531334
0.76950380532071,0.675760691985488,2017-12-05,0.453579422499282
0.872554909205064,0.786447250749916,2017-12-05,0.501427466338291
0.989865584531799,0.810058057308197,2017-12-05,0.555637381760753
0.965147644048557,0.078677503624931,2017-12-05,0.398318775062072
0.636421318631619,0.168914441019297,2017-12-05,0.425451738873001
0.0653892939444631,0.0367327940184623,2017-12-05,0.222504862477378
0.128414754988626,0.240142308874056,2017-12-05,0.263113048329528
0.492784780450165,0.912195181939751,2017-12-05,0.436852868960922
0.663244860246778,0.00136347976513207,2017-12-05,0.330292407979487
0.189378713723272,0.227300448110327,2017-12-05,0.276572827354348
0.177598393289372,0.168262931751087,2017-12-05,0.248119499818242
0.115560325561091,0.149762514978647,2017-12-05,0.194727236963245
0.156952400226146,0.648097161203623,2017-12-05,0.339713978847513
0.8574108495377,0.485572549281642,2017-12-05,0.439901277885406
0.42486053169705,0.693244319409132,2017-12-05,0.424369082386332
0.878341671079397,0.289669456658885,2017-12-05,0.366589728682685
0.824826563941315,0.978671659715474,2017-12-05,0.528923754528357
0.978819616837427,0.288126329425722,2017-12-05,0.39938033007781
0.634543015854433,0.525764521211386,2017-12-05,0.49874457459821
0.691523276036605,0.0778222696390003,2017-12-05,0.309458835605259
0.792183339362964,0.678553835256025,2017-12-05,0.461348450736554
0.0341706455219537,0.181949716527015,2017-12-05,0.215134005412067
0.819993681041524,0.529804455116391,2017-12-05,0.449687119164047
0.687636162620038,0.801678828895092,2017-12-05,0.475255854712393
0.431776891928166,0.313187195919454,2017-12-05,0.617014709084782
0.243875786894932,0.691273411735892,2017-12-05,0.357890583045279
0.00814770301803946,0.773044522618875,2017-12-05,0.360578536488247
