K,prop_scale,j,acceptance_rate,par_time,seq_time,success,iterations
100,0.14082163265306122,4,0.0596,4.285019874572754,10.962584018707275,True,3103
100,0.14082163265306122,5,0.058599997,4.359111309051514,10.894420385360718,True,3151
100,0.14082163265306122,6,0.0616,4.395540714263916,10.894938230514526,True,3168
100,0.14082163265306122,7,0.060099997,4.428147077560425,10.828776359558105,True,3208
100,0.14082163265306122,8,0.062,4.423477649688721,10.820342302322388,True,3232
100,0.14082163265306122,9,0.0554,4.344009876251221,10.876850366592407,True,3154
100,0.1469438775510204,0,0.06,4.200787305831909,10.863935708999634,True,3107
100,0.1469438775510204,1,0.058199998,4.144610643386841,10.857311010360718,True,3015
100,0.1469438775510204,2,0.057699997,4.320585489273071,10.842171907424927,True,3139
100,0.1469438775510204,3,0.058399998,4.212134599685669,10.834771633148193,True,3106
100,0.1469438775510204,4,0.053099997,4.30022668838501,10.82261610031128,True,3134
100,0.1469438775510204,5,0.058399998,4.328525066375732,10.825593948364258,True,3158
100,0.1469438775510204,6,0.063,4.312493562698364,10.877926588058472,True,3129
100,0.1469438775510204,7,0.0574,4.393252372741699,10.832120656967163,True,3235
100,0.1469438775510204,8,0.0583,4.4231390953063965,10.882210493087769,True,3233
100,0.1469438775510204,9,0.055,4.368586778640747,10.829487800598145,True,3163
100,0.1530661224489796,0,0.054899998,4.231852293014526,10.845444202423096,True,3082
100,0.1530661224489796,1,0.0574,4.2057788372039795,10.88551378250122,True,3028
100,0.1530661224489796,2,0.0513,4.368737697601318,10.897832870483398,True,3171
100,0.1530661224489796,3,0.052899998,4.317800998687744,10.885541200637817,True,3100
100,0.1530661224489796,4,0.051,4.340904235839844,10.94432783126831,True,3131
100,0.1530661224489796,5,0.0565,4.355001926422119,10.94951057434082,True,3138
100,0.1530661224489796,6,0.0609,4.366057634353638,10.901663064956665,True,3133
100,0.1530661224489796,7,0.0543,4.516808032989502,10.890064239501953,True,3204
100,0.1530661224489796,8,0.054199997,4.416929483413696,10.875128030776978,True,3203
100,0.1530661224489796,9,0.0546,4.3690550327301025,10.865483522415161,True,3147
100,0.15918836734693878,0,0.0545,4.28991174697876,10.817291259765625,True,3101
100,0.15918836734693878,1,0.0481,4.016177654266357,10.8530433177948,True,2920
100,0.15918836734693878,2,0.0517,4.298931837081909,10.820904970169067,True,3182
100,0.15918836734693878,3,0.050899997,4.2735607624053955,10.86446237564087,True,3101
100,0.15918836734693878,4,0.0514,4.279861211776733,10.846436023712158,True,3147
100,0.15918836734693878,5,0.0546,4.347797393798828,10.862497568130493,True,3162
100,0.15918836734693878,6,0.0517,4.320229768753052,10.870357751846313,True,3126
100,0.15918836734693878,7,0.052699998,4.3798229694366455,10.826086044311523,True,3210
100,0.15918836734693878,8,0.0515,4.340967178344727,10.871034383773804,True,3181
100,0.15918836734693878,9,0.049599998,4.257869005203247,10.865305185317993,True,3134
100,0.16531061224489793,0,0.0506,4.186542749404907,10.837372303009033,True,3071
100,0.16531061224489793,1,0.0438,4.091599464416504,10.873760223388672,True,2947
100,0.16531061224489793,2,0.049399998,4.521755218505859,10.87450122833252,True,3167
100,0.16531061224489793,3,0.0482,4.3441548347473145,10.863579034805298,True,3119
100,0.16531061224489793,4,0.0506,4.3852503299713135,10.883034467697144,True,3159
100,0.16531061224489793,5,0.0514,4.3851470947265625,10.942787647247314,True,3149
100,0.16531061224489793,6,0.053299997,4.353531122207642,10.91762375831604,True,3155
100,0.16531061224489793,7,0.044499997,4.340137243270874,10.967798709869385,True,3188
100,0.16531061224489793,8,0.0479,4.393111228942871,10.918233871459961,True,3188
100,0.16531061224489793,9,0.044499997,4.311314582824707,10.90830945968628,True,3132
100,0.17143285714285714,0,0.049999997,4.2411558628082275,10.870936155319214,True,3062
100,0.17143285714285714,1,0.0459,4.118711471557617,10.839536190032959,True,2930
100,0.17143285714285714,2,0.0499,4.371988534927368,10.818731784820557,True,3164
100,0.17143285714285714,3,0.046499997,4.253521680831909,10.852049827575684,True,3081
100,0.17143285714285714,4,0.047199998,4.263446569442749,10.820239782333374,True,3143
100,0.17143285714285714,5,0.045199998,4.284070014953613,10.861907243728638,True,3108
100,0.17143285714285714,6,0.0488,4.284693002700806,10.868405818939209,True,3116
100,0.17143285714285714,7,0.045399997,4.3407697677612305,10.849413394927979,True,3193
100,0.17143285714285714,8,0.047599997,4.333147048950195,10.870313167572021,True,3212
100,0.17143285714285714,9,0.0458,4.305774450302124,10.890660285949707,True,3119
100,0.17755510204081631,0,0.047599997,4.160285234451294,10.889607667922974,True,3066
100,0.17755510204081631,1,0.039499998,4.056814670562744,10.827255725860596,True,2941
100,0.17755510204081631,2,0.0427,4.365562915802002,10.817777633666992,True,3175
100,0.17755510204081631,3,0.048899997,4.3276567459106445,10.865435600280762,True,3136
100,0.17755510204081631,4,0.0455,4.322750806808472,10.828120708465576,True,3137
100,0.17755510204081631,5,0.0393,4.286010265350342,10.820476055145264,True,3143
100,0.17755510204081631,6,0.048,4.2434046268463135,10.8753182888031,True,3061
100,0.17755510204081631,7,0.0402,4.39902925491333,10.851449012756348,True,3207
